titulo,empresa,enlace,ubicacion,modalidad,tipo_empleo,tecnologias,fecha,descripcion
Ingeniero/a de Proyectos,Michael Page,https://www.tecnoempleo.com/ingeniero-proyectos-bizkaia/ingenieria-industrial/rf-8ab415a702c0f3e56842,12/05/2025,Actualizada,Bizkaia,Ingeniería Industrial,Actualizada,"Perfil buscado (Hombre/Mujer)


• Gestión integral de proyectos: coordinación, supervisión, apoyo y firma de proyectos técnicos.
• Coordinación de equipos: Gesti...Ingeniería Industrial"
Software Development Engineer in Test,Santander,https://www.tecnoempleo.com/software-development-engineer-in-test-santander/kotlin-java/rf-de241798a2acf3acf949,12/05/2025,Actualizada,Madrid,"Kotlin, java",Actualizada,"Santander Auto Software is a greenfield programme, where we are building a brand-new, state of the art software platform and product suite for the auto finance industry, that ...Kotlinjava"
Head of Payment,Axiom Software Solutions,https://www.tecnoempleo.com/head-of-payment-axiom-software-solutions/sql-python-r-rest/rf-a33a1642f2b8e30ee34e,12/05/2025,Actualizada,London,"SQL, Python, R",Actualizada,"Head of Payment 
Permanent role 
Job Location : London ( Hybrid) 	

Tech Stack: SWIFT, SEPA, BACS,PCI DSS, ACH, FedWire	

Languages: SQL, Python, R, REST

Payment ...SQLPythonR"
Digital & CRM Manager,HAYS,https://www.tecnoempleo.com/digital-crm-manager-hays/salesforce-sem/rf-ac121415f2c0432c7a4b,12/05/2025,Actualizada,Valencia,"Salesforce, SEM",Actualizada,"Para una compañía multinacional del sector industrial estamos buscando un Digital & CRM Manager, responsable de desarrollar y ejecutar la estrategia para la marca.

...SalesforceSEM"
Business Analyst,Axiom Software Solutions,https://www.tecnoempleo.com/business-analyst-axiom-software-solutions/agile-jira/rf-ad4912d8129873dc8c4c,12/05/2025,Actualizada,Málaga,"agile, jira",Actualizada,"Position: Business Analyst  
Location: Malaga, Spain (Hybrid 4 days onsite a week)  
Duration: Long Term B2B Contract  

Job Description:  
• Participation in projects ...agilejira"
Administrador de Sistemas,Michael Page,https://www.tecnoempleo.com/administrador-sistemas-michael-page/windows-server-linux-proxmox-vmware/rf-4335159822edd31eec45,12/05/2025,Actualizada,Sevilla,"Windows Server, Linux, Proxmox",Actualizada,"Perfil buscado (Hombre/Mujer)

• Contribuir al desarrollo y la implementación de proyectos de tecnología de la salud.  
Administrar y mantener los sistemas operativos ...Windows ServerLinuxProxmox"
Cloud Data Engineer,Santander,https://www.tecnoempleo.com/cloud-data-engineer-santander/python-github-actions-scala/rf-a95e19a3d2dc43ece24f,12/05/2025,Actualizada,Madrid,"Python, GitHub Actions, Scala",Actualizada,"Cloud Data Engineer - Santander Digital Services

Country: Spain

iHola! Has llegado al sitio donde se desarrolla la tecnología que mejora la vida de 160 millones de ...PythonGitHub ActionsScala"
Deskside Engineer,Axiom Software Solutions,https://www.tecnoempleo.com/deskside-engineer-axiom-software-solutions/windows/rf-babf1d3ed2d0e384ed43,12/05/2025,Actualizada,Gotland,Windows,Actualizada,"- Role: desk-side service Engineer  
- No of positions: 01  
- 100% Onsite  
- EEA/EU/British or Irish candidates only.  
- Location: Skövde, Sweden  
- Duration of ...Windows"
AWS Senior Admin,Axiom Software Solutions,https://www.tecnoempleo.com/aws-senior-admin-axiom-software-solutions/aws-linux-windows-terraform/rf-c0df19d052bd23498246,12/05/2025,Actualizada,Scotland,"AWS, Linux, Windows",Actualizada,"•	Job Role : AWS Senior Admin
•	Location : Glasgow, UK 
•	Job Type : Permanent
•	Work Mode : Hybrid (2-3 days onsite in a week) 

Mandatory :  
•	Experience ...AWSLinuxWindows"
Programador/a Frontend (REACT Angular Node),Krell Consulting & Training,https://www.tecnoempleo.com/programador-frontend-react-angular-node-krell-cons/react-angular-nodejs-ht/rf-c8751150c2c023d2124e,12/05/2025,Actualizada,Zaragoza,"react, angular, nodejs",Actualizada,"Descripción
Nos encontramos en la búsqueda de un/a Programador/a Frontend con al menos 3 años de experiencia para trabajar con importante cliente en contratación inicial ...reactangularnodejs"
Transformación digital,Michael Page,https://www.tecnoempleo.com/transformacion-digital-michael-page/dynamics-365-sap/rf-cf1719faa25493c36d4c,12/05/2025,Actualizada,Madrid,"Dynamics 365, SAP",Actualizada,"Perfil buscado (Hombre/Mujer)

• Análisis de los sistemas de información financiera existentes y propuesta de mejoras.  
• Análisis y gestión de proyectos con ...Dynamics 365SAP"
Consultor SAP SD (Turno de noche),Michael Page,https://www.tecnoempleo.com/consultor-sap-sd-turno-noche-michael-page/sap-sap-sd/rf-cf231f9b029273fed44c,12/05/2025,Actualizada,Barcelona,"SAP, SAP SD",Actualizada,"Perfil buscado (Hombre/Mujer)

• Formarás parte de un equipo técnico de SAP en horario nocturno.
• Dentro del área de logística de un importante cliente del sector ...SAPSAP SD"
Desarrollador/a WordPress,Page Personnel,https://www.tecnoempleo.com/desarrollador-wordpress-page-personnel/wordpress-php-html-css-javascript/rf-d55e1344e29883320648,12/05/2025,Actualizada,Burgos,"WordPress, PHP, HTML",Actualizada,"Perfil buscado (Hombre/Mujer)

• Desarrollo y mantenimiento de sitios web en WordPress.
• Implementación de plugins y temas de WordPress, basados en PHP.
• ...WordPressPHPHTML"
.NET Backend Developer,Axiom Software Solutions,https://www.tecnoempleo.com/net-backend-developer-axiom-software-solutions/net-c-sql-aws-react-git-htm/rf-f2ca1401b2e1638c8943,12/05/2025,Actualizada,Barcelona,".net, C#, sql",Actualizada,"Job Role : .NET Backend Developer 
Job Type : B2B Contract 
Duration : 6+ Months Contract 
Location : Barcelona, Spain
Work Mode : Hybrid (3 days onsite in a week)

Job ....netC#sql"
DevOps SysOps AWS Senior Remote,Plexus,https://www.tecnoempleo.com/devops-sysops-aws-senior-remote-plexus/aws-kubernetes/rf-fd911a7332fb338fa84b,12/05/2025,Actualizada,100% remoto,"AWS, Kubernetes",Actualizada,"Join Plexus Tech. We´re looking for a Senior DevOps or SysOps candidate to join a large project.

Requirements:

- Strong experience in Linux systems administration.
- ...AWSKubernetes"
AWS DevOps Engineer,Axiom Software Solutions,https://www.tecnoempleo.com/aws-devops-engineer-axiom-software-solutions/aws-azure-kubernetes/rf-fb0014c7e27533402642,12/05/2025,Actualizada,Málaga,"AWS, Azure, Kubernetes",Actualizada,"Responsibilities:

An AWS Cloud Platform Engineer will be part of the Gluon Platform team, and their responsibilities

include:

Creation and deployment of the Gluon ...AWSAzureKubernetes"
Senior Frontend Developer NuxtJS,Michael Page,https://www.tecnoempleo.com/senior-frontend-developer-nuxtjs-michael-page/nuxtjs-javascript/rf-353e1e04b227f3cb1b4b,12/05/2025,Actualizada,100% remoto,"NuxtJS, Javascript",Actualizada,"Perfil buscado (Hombre/Mujer)

• Desarrollar y mantener aplicaciones frontend de alta calidad.
• Colaborar con el equipo de diseño para implementar interfaces de usuario ...NuxtJSJavascript"
PMO (Híbrido),Grupo Digital,https://www.tecnoempleo.com/pmo-hibrido-grupo-digital/pmo-api/rf-98451b8682d7439e8e4a,12/05/2025,Actualizada,Barcelona,"PMO, API",Actualizada,"En Grupo Digital queremos incorporar un/a PMO para uno de nuestros grandes clientes.

Ubicación: Barcelona.

Modalidad de trabajo: Híbrido (presencial 2 días a la semana...PMOAPI"
Junior Cyber GRC,Santander,https://www.tecnoempleo.com/junior-cyber-grc-santander/ciberseguridad/rf-cefd196bf297637ef34c,12/05/2025,Actualizada,Madrid,Ciberseguridad,Actualizada,"Santander is looking for a Junior Cyber GRC Governance Analyst, based in our Boadilla del Monte (Madrid) office.

WHY YOU SHOULD CONSIDER THIS OPPORTUNITY

At Santander we...Ciberseguridad"
Senior Power Bi Developer,Axiom Software Solutions,https://www.tecnoempleo.com/senior-power-bi-developer-axiom-software-solutions/power-bi-sql/rf-3b85178952d003a8154a,12/05/2025,Actualizada,Málaga,"Power BI, SQL",Actualizada,"Position: Senior Power Bi Developer
Location: Malaga, Spain (Hybrid 2 days a week onsite)
Duration: Long Term B2B Contract

Job Description:
Power BI Development: Design...Power BISQL"
AI Architect - Oracle AI Centre,Oracle,https://www.tecnoempleo.com/ai-architect-oracle-ai-centre-oracle/inteligencia-artificial-oracle/rf-c4141a738274d3c95f4d,12/05/2025,Actualizada,Madrid,"Inteligencia Artificial, oracle",Actualizada,"Lead AI adoption and transformation initiatives across EMEA using Oracle´s AI portfolio. Develop comprehensive solution blueprints, drive technical implementation, and ...Inteligencia Artificialoracle"
Digital Marketing Strategist,Michael Page,https://www.tecnoempleo.com/digital-marketing-strategist-michael-page/google-ads-tiktok-ads/rf-f977187a8269d3068a44,12/05/2025,Actualizada,Madrid,"Google Ads, TikTok Ads",Actualizada,"Perfil buscado (Hombre/Mujer)

• Gestión de Canales de Pago: Planificación, ejecución y optimización de campañas en Meta (Facebook & Instagram Ads), Google Ads y TikTok...Google AdsTikTok Ads"
Consultor SAP,HAYS,https://www.tecnoempleo.com/consultor-sap-hays/sap/rf-c17a1986127ea346ab43,12/05/2025,Actualizada,Barcelona,SAP,Actualizada,"Hays Technology colabora con una consultora tecnológica especializada en SAP ubicada en Barcelona.

Buscamos un Consultor/a de SAP para proyectos nacionales e ...SAP"
Strategic Brand Manager,Michael Page,https://www.tecnoempleo.com/strategic-brand-manager-michael-page/marketing/rf-ac1b1cb522b15357db4e,12/05/2025,Actualizada,Barcelona,Marketing,Actualizada,"Perfil buscado (Hombre/Mujer)

El Strategic Brand Manager será responsable de anticiparse a las tendencias del mercado para asegurar que las marcas se mantengan a la ...Marketing"
Tech Co-ordinator,Axiom Software Solutions,https://www.tecnoempleo.com/tech-co-ordinator-axiom-software-solutions/autodesk-bim-cad/rf-647d1459a2dc13c80d41,12/05/2025,Actualizada,London,"Autodesk, BIM, CAD",Actualizada,"Job Overview:
We are seeking a highly organized and tech-savvy individual to join our team as a Tech Coordinator in the Real Estate and Construction industry. The successful ...AutodeskBIMCAD"
Product Specialist,Axiom Software Solutions,https://www.tecnoempleo.com/product-specialist-axiom-software-solutions/agile/rf-bb8318aa62514306dd43,12/05/2025,Actualizada,Gotland,agile,Actualizada,"Job Title: Product Specialist within Business/Data
Location: Malmo/Helsingborg in Sweden
Duration: 6-12 month contract
Experience: 4-7 Years
Working Mode: Hybrid
 
 
...agile"
Software Team Lead,HAYS,https://www.tecnoempleo.com/software-team-lead-hays/c-c/rf-6942160a72a5b392bb44,12/05/2025,Actualizada,Barcelona,"C++, C#",Actualizada,"Tu nueva empresa 
Empresa española especializada y líder en soluciones tecnológicas para la automatización y la robótica en industrias. Han trabajado con grandes ...C++C#"
Programador Senior C++,Sopra Steria,https://www.tecnoempleo.com/programador-senior-c-sopra-steria/c-c-sql/rf-7ccd1982a22083335546,12/05/2025,Actualizada,Madrid,"C, C++, SQL",Actualizada,"Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con cerca de 56.000 empleados en casi 30 países y más de 4.000 en España...CC++SQL"
Especialista de Marketing,Page Personnel,https://www.tecnoempleo.com/especialista-marketing-page-personnel/google-ads-meta-ads-canva-photoshop/rf-a6bb1c83e2dd23d5a843,12/05/2025,Actualizada,Madrid,"Google Ads, Meta Ads, Canva",Actualizada,"Perfil buscado (Hombre/Mujer)

Comunicación y Relaciones Públicas: 

- Gestión de la comunicación con familias, prensa y medios locales. 

- Redacción de notas de ...Google AdsMeta AdsCanva"
Analista Programador senior Cobol,sg tech,https://www.tecnoempleo.com/analista-programador-senior-cobol-sg-tech/cobol/rf-43dd1f7582fe6373c746,12/05/2025,Actualizada,Madrid,cobol,Actualizada,"Título: Analista Programador Senior Cobol - (UUAA´s)

Empresa: SG Tech

Experiencia requerida: Mínimo 4 años

Descripción del Puesto

SG Tech, una empresa líder ...cobol"
Data Engineer,Grupo Digital,https://www.tecnoempleo.com/data-engineer-grupo-digital/azure-ci-cd-python/rf-d61f1c4e3252637e5249,12/05/2025,Actualizada,100% remoto,"azure, CI/CD, Python",Actualizada,"Desde Grupo Digital, buscamos un/a Data Engineer para trabajar con uno de nuestros grandes clientes.

Lugar de trabajo: Madrid.

Modalidad: Remoto.

Salario: 40 - 45.000€ ...azureCI/CDPython"
Programador/a PLC,HAYS,https://www.tecnoempleo.com/programador-plc-hays/plc-tia-portal/rf-a043152c92e8632bff4c,12/05/2025,Actualizada,Valencia,"PLC, TIA PORTAL",Actualizada,"Desde HAYS tenemos un proyecto para ti COMO PROGRAMADOR PLC, sin viajar!

Estamos trabajando para empresa fabricante de maquinaria industrial ubicada en la zona de Torrent...PLCTIA PORTAL"
Senior Java / Spring Developer,Devoteam,https://www.tecnoempleo.com/senior-java-spring-developer-devoteam/java-spring/rf-5d7c1fe9629ec348cb45,12/05/2025,Actualizada,Madrid,"java, spring",Actualizada,"Para incorporar en proyecto estable buscamos un Programador Senior Java con experiencia en Spring y Apache Camel.

FUNCIONES

Desarrollar aplicaciones y servicios ...javaspring"
FX Business Analyst,Axiom Software Solutions,https://www.tecnoempleo.com/fx-business-analyst-axiom-software-solutions/murex-sql/rf-b8ba1e511252a3feb945,12/05/2025,Actualizada,Polonia,"murex, SQL",Actualizada,"FX Senior Business Analyst

***please do not upload candidates without having completed the test attached to the request. Also, with wide experience working with Murex. It ...murexSQL"
Data Software Engineer,Devoteam,https://www.tecnoempleo.com/data-software-engineer-devoteam/pl-sql-python-etl/rf-9e121749825813061543,12/05/2025,Actualizada,100% remoto,"PL/SQL, Python, ETL",Actualizada,"Devoteam es una consultora europea líder enfocada en estrategia digital, plataformas tecnológicas, ciberseguridad y transformación empresarial a través de la tecnología...PL/SQLPythonETL"
Data Analyst,Axiom Software Solutions,https://www.tecnoempleo.com/data-analyst-axiom-software-solutions/sql-python-r/rf-c57c14fda2bde3db6644,12/05/2025,Actualizada,Polonia,"SQL, Python, R",Actualizada,"Position: Data Analyst
Location: Warsaw, Poland (Hybrid 2-3 days onsite a week)
Duration: Long Term B2B COntract

Job Description:
Key Responsibilities:
•	Analyse bio ...SQLPythonR"
Cloud Data Engineer,Grupo Digital,https://www.tecnoempleo.com/cloud-data-engineer-grupo-digital/aws-python/rf-519810ecb24993bb6e44,12/05/2025,Actualizada,100% remoto,"AWS, Python",Actualizada,"From Grupo Digital, we are looking for a Cloud Data Engineer for a stable project.

Location: Madrid.

Full remote.

Salary to be negotiated based on experience.

Tasks:

* ...AWSPython"
Python Developer,Page Personnel,https://www.tecnoempleo.com/python-developer-page-personnel/python-django-docker/rf-172811079220d32dc241,12/05/2025,Actualizada,Barcelona,"Python, Django, Docker",Actualizada,"Perfil buscado (Hombre/Mujer)

✅ Desarrollo en Python.  
✅ Desarrollo de bots.  
✅ Desarrollo de APIs y Backend.  

• Startup Tecnológica ubicada en Barcelona...PythonDjangoDocker"
Programador PLC,Randstad ES,https://www.tecnoempleo.com/programador-plc-randstad-es/plc-siemens-scada/rf-8eab116132f023884d4b,12/05/2025,Actualizada,Barcelona,"PLC, Siemens, SCADA",Actualizada,"Empresa especializada en la instalación, puesta en marcha y mantenimiento de equipos industriales precisa de un/a Programador/a PLC.
 
tus funciones
 
Funciones:
 - ...PLCSiemensSCADA"
Solutions Architect,Aristocrat,https://www.tecnoempleo.com/solutions-architect-aristocrat/uml-aws-sql/rf-18bd1f1bc2e7132f1e4c,12/05/2025,Actualizada,London,"UML, AWS, SQL",Actualizada,"*Summary *
We are seeking a Solutions Architect to join the Architecture as a Service (AaaS) team within our central Solutions function. In this role, you will design robust...UMLAWSSQL"
Especialista en redes LAN,GMV,https://www.tecnoempleo.com/especialista-en-redes-lan-gmv/lan-aruba-cisco/rf-1d9e1d26c24e63ec9c49,12/05/2025,Actualizada,Madrid,"LAN, Aruba, Cisco",Actualizada,Si el único programa que se te resiste es el de la lavadora… ¡Tu sitio está con nosotros! Estamos ampliando nuestros equipos en el sector espacial. Nos gusta ir al grano...LANArubaCisco
Ingeniero Firmware/embebidos,Michael Page,https://www.tecnoempleo.com/ingeniero-firmware-embebidos-michael-page/can-lin-modbus/rf-8ae5141832c4838a7340,12/05/2025,Actualizada,Cantabria,"CAN, LIN, Modbus",Actualizada,"Perfil buscado (Hombre/Mujer)

• Participación activa en las fases de diseño, desarrollo, test y lanzamiento ( incluyendo ensayos de validación) de componentes y sistemas...CANLINModbus"
Fullstack Engineer (Java & Angular),Sopra Steria,https://www.tecnoempleo.com/fullstack-engineer-java-angular-sopra-steria/java-angular-jpa-sql/rf-ad071902b2c7b311e146,12/05/2025,Actualizada,Barcelona,"Java, Angular, JPA",Actualizada,"We are renowned European world leader in consulting, digital services and software development with 56.000 employees in almost 30 countries and more than 4.000 employees in ...JavaAngularJPA"
SAP SuccessFactors Consultant,Plexus,https://www.tecnoempleo.com/sap-successfactors-consultant-plexus/sap-successfactors/rf-89871ccdf2c773547d4f,12/05/2025,Actualizada,100% remoto,"SAP, SuccessFactors",Actualizada,"Join Plexus Tech. We are looking for a Senior SAP SuccessFactors Consultant with Employee Central experience for a major remote project.

REQUIREMENTS:
- Experience in ...SAPSuccessFactors"
SQL Server Developer,Axiom Software Solutions,https://www.tecnoempleo.com/sql-server-developer-axiom-software-solutions/sql-server/rf-869e1575f29573e38c45,12/05/2025,Actualizada,Polonia,SQL Server,Actualizada,"Job Title : SQL Server developer 
Job type : Contract role 
Job location : Remote, Poland 

SQL Server developer - 10 years – 

•            Ability to debug sql ...SQL Server"
Software Engineer - Evinova,AstraZeneca,https://www.tecnoempleo.com/software-engineer-evinova-astrazeneca/java-spring-typescript-react/rf-6d381e4242d08305a94c,12/05/2025,Actualizada,Barcelona,"Java, Spring, Typescript",Actualizada,"Evinova is currently looking for an Software Engineer to join our Product Engineering team. This role requires someone that codes daily, is self-motivated, and has a passion ...JavaSpringTypescript"
Ingeniero/a de Software Java,GMV,https://www.tecnoempleo.com/ingeniero-software-java-gmv/java-python-c/rf-76b2132202ea03fe9548,12/05/2025,Actualizada,Madrid,"java, Python, C++",Actualizada,"Si siempre soñaste con pasar el día en la Luna, pero eres de los que se marea en los viajes con curvas… ¡Tu sitio está con nosotros! Estamos ampliando nuestros equipos ...javaPythonC++"
Senior Data Developer,AstraZeneca,https://www.tecnoempleo.com/senior-data-developer-astrazeneca/python-r/rf-72a41b26f256235d224a,12/05/2025,Actualizada,Barcelona,"Python, R",Actualizada,"Are you ready to dive into the world of data science and AI? As a Senior Data Developer in our Analytics Data Preparation team, you´ll play a crucial role in accelerating ...PythonR"
Python Microservices Architect,Axiom Software Solutions,https://www.tecnoempleo.com/python-microservices-architect-axiom-software-solu/python-django-flask/rf-c9351dce8246431dbc4b,12/05/2025,Actualizada,Gotland,"Python, Django, Flask",Actualizada,"Location : Malmo(Hybrid)

Job Description: We are seeking a highly skilled Microservices Architect with expertise in Python to join our team. The ideal candidate will be ...PythonDjangoFlask"
Project Manager/Consultor Data,Michael Page,https://www.tecnoempleo.com/project-manager-consultor-data-michael-page/etl-sql/rf-38ae130fb24233e04747,12/05/2025,Actualizada,Zaragoza,"ETL, SQL",Actualizada,"Perfil buscado (Hombre/Mujer)

• Incorporación a un equipo de gestores de proyectos y analistas especializado en proyectos de migración 
• Análisis de orígenes de ...ETLSQL"
Senior oracle developer,Axiom Software Solutions,https://www.tecnoempleo.com/senior-oracle-developer-axiom-software-solutions/oracle-sql-pl-sql/rf-4c1618d2624873300f4b,12/05/2025,Actualizada,Scotland,"oracle, SQL, PL/SQL",Actualizada,"Responsibilities include, but are not limited to, the following:
• Oracle database full life cycle development including data modelling, database architecture, SQL and PL/...oracleSQLPL/SQL"
DevOps AWS+IA,Plexus,https://www.tecnoempleo.com/devops-aws-ia-plexus/aws/rf-6e981c51d24a53a92046,12/05/2025,Actualizada,100% remoto,AWS,Actualizada,"Join Plexus Tech. We are looking for an AWS+AI DevOps candidate to join us on an important project in the industry.
 
Requirements:
 
  - AWS: ALB, NLB, ECS Fargate, RDS, ...AWS"
Programador/a Senior Salesforce,sg tech,https://www.tecnoempleo.com/programador-senior-salesforce-sg-tech/salesforce-apex/rf-f87e1b8e1232f313c144,12/05/2025,Actualizada,Madrid,"Salesforce, Apex",Actualizada,"Descripción

Salesforce Developers Seniors

Empresa: Sg Tech

Ubicación: Madrid

Tipo de empleo: Tiempo completo

Experiencia requerida: Mínimo 4 años

...SalesforceApex"
Social Media Strategist,Page Personnel,https://www.tecnoempleo.com/social-media-strategist-page-personnel/seo/rf-45121f5652fd639c0547,12/05/2025,Actualizada,Barcelona,SEO,Actualizada,"Perfil buscado (Hombre/Mujer)  

• Develop and lead social media strategies for luxury real estate brands.  
• Define brand identity, voice, and messaging to attract ...SEO"
Test QA Engineer,Axiom Software Solutions,https://www.tecnoempleo.com/test-qa-engineer-axiom-software-solutions/tosca-selenium-xenon-sap/rf-bd1713d5e2a053f6094b,12/05/2025,Actualizada,Rheinland-pfalz,"Tosca, Selenium, Xenon",Actualizada,"Job Role- Test QA Engineer
Preferred Location – Frankfurt, Germany 
Working Type – Remote working mode (Across Germany)
Language Needed (Mandatory) - German (Min. B2 ...ToscaSeleniumXenon"
Desarrollador/a PowerCenter,Grupo Digital,https://www.tecnoempleo.com/desarrollador-powercenter-grupo-digital/powercenter-etl-sql/rf-552d1d4ef2956398ac4c,12/05/2025,Actualizada,100% remoto,"powercenter, ETL, SQL",Actualizada,"En Grupo Digital queremos incorporar un/a Desarrollador/a PowerCenter para incorporación en el proyecto de uno de nuestros grandes clientes.

Ubicación: España

Modalidad ...powercenterETLSQL"
IAM & SailPoint Engineer,BNP Paribas,https://www.tecnoempleo.com/iam-sailpoint-engineer-bnp-paribas/iam/rf-81311f03f208a387bd44,12/05/2025,Actualizada,Madrid,IAM,Actualizada,"GROUP BNP PARIBAS 

BNP Paribas Group is the top bank in the European Union and a major international banking establishment. It has close to 185,000 employees in 65 ...IAM"
Jefe de Producto,Page Personnel,https://www.tecnoempleo.com/jefe-producto-page-personnel/sap-pim-power-bi-ga4/rf-ace21500a26733b2c54e,12/05/2025,Actualizada,Madrid,"SAP, PIM, Power BI",Actualizada,"Perfil buscado (Hombre/Mujer)

Diseñar estrategias creativas para lanzamientos de productos.

Elaborar argumentarios de venta y campañas de marketing adaptadas al canal...SAPPIMPower BI"
Network Architect Expert,Nestle,https://www.tecnoempleo.com/network-architect-expert-nestle/lan-wan/rf-580016ae42d993181946,12/05/2025,Actualizada,Madrid,"LAN, WAN",Actualizada,"We are looking for a Network Architect Expert to be part of our Nestlé Nespresso Digital and Tech Team.

Position Snapshot
 - Location: Nespresso Headquarters, Barcelona. ...LANWAN"
Technical Product Manager,Page Personnel,https://www.tecnoempleo.com/technical-product-manager-page-personnel/jira-confluence/rf-6c4b18abc2768350014d,12/05/2025,Actualizada,Barcelona,"jira, Confluence",Actualizada,"Perfil buscado (Hombre/Mujer)

Supervisar el ciclo de vida del producto, asegurando que se alinee con los objetivos estratégicos y las expectativas del cliente.
Colaborar con...jiraConfluence"
Software Engineer,Ebury,https://www.tecnoempleo.com/software-engineer-ebury/django-fastapi-postgresql-kafka-aws-kubernetes/rf-758d1beba2a59391094d,12/05/2025,Actualizada,Málaga,"Django, FastAPI, PostgreSQL",Actualizada,"Ebury is a leading global fintech company that empowers businesses to trade and grow internationally. It offers a comprehensive suite of products, including international ...DjangoFastAPIPostgreSQL"
IT Project Manager,Axiom Software Solutions,https://www.tecnoempleo.com/it-project-manager-axiom-software-solutions/pmp-prince2/rf-3cd61bb4d252b367a744,12/05/2025,Actualizada,Gotland,"PMP, PRINCE2",Actualizada,"Mandatory Skills / Primary Skills:  
• Lead IT projects involving product, service, and solution development within defined scope, budget, timeline, and quality standards...PMPPRINCE2"
Programador/a COBOL con francés,Sopra Steria,https://www.tecnoempleo.com/programador-cobol-con-frances-sopra-steria/cobol-mainframe-cics-db2/rf-e105178c62dac342b14d,12/05/2025,Actualizada,Sevilla,"Cobol, Mainframe, Cics",Actualizada,"Porque trabajar en Sopra Steria, también es sentir Sopra Steria.

Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con ...CobolMainframeCics"
Desarrollador/a senior Uipath,Sopra Steria,https://www.tecnoempleo.com/desarrollador-senior-uipath-sopra-steria/uipath/rf-63a214b6522663f71248,12/05/2025,Actualizada,Valencia,Uipath,Actualizada,Nos encontramos en búsqueda de un/a DESARROLLADOR/A SENIOR UIPATH. Tu misión será para la implementar y dar soporte de proyectos en curso y nuevos. Esta posición ...Uipath
Data center Technician,Axiom Software Solutions,https://www.tecnoempleo.com/data-center-technician-axiom-software-solutions/cisco-ccna/rf-23261d1672d3a361f641,12/05/2025,Actualizada,Estocolmo,"Cisco, CCNA",Actualizada,"JD:
Work type: B2B rolling contract role 
Location: Lulea, Sweden  (Onsite)
Job Summary:
We are seeking a skilled and detail-oriented Data Center Technician to join our ...CiscoCCNA"
Data Engineer,Axiom Software Solutions,https://www.tecnoempleo.com/data-engineer-axiom-software-solutions/sql-spark-scala/rf-5f311734a200a398264f,12/05/2025,Actualizada,Málaga,"SQL, Spark, Scala",Actualizada,"This role seems like a great opportunity for someone with experience in data and a strong understanding of Big Data technologies, especially in the context of market risk. ...SQLSparkScala"
Data Engineer,Axiom Software Solutions,https://www.tecnoempleo.com/data-engineer-axiom-software-solutions/snowflake-dbt-python-etl/rf-7d321e43e285c3762a42,12/05/2025,Actualizada,London,"Snowflake, DBT, Python",Actualizada,"Position: Data Engineer
Location: Cambridge / Luton, UK  (Hybrid 2-3 days onsite in a week)
Duration: Long Term B2B Contract

Job Description:
The ideal candidate with a ...SnowflakeDBTPython"
"Cloud Infrastructure AWS,Cloud,Jenkins",Grupo NS,https://www.tecnoempleo.com/cloud-infrastructure-aws-cloud-jenkins-grupo-ns/powerbi-python-aws-docker-/rf-64fd1d1a221c43ed9246,12/05/2025,Actualizada,Barcelona,"POWERBI, python, AWS",Actualizada,"Grupo NS busca un/a Cloud Infrastructure Specialist con experiencia en soluciones de infraestructura en la nube. El candidato ideal será responsable de diseñar, desplegar y ...POWERBIpythonAWS"
Infrastructure & Cybersecurity,Page Personnel,https://www.tecnoempleo.com/infrastructure-cybersecurity-page-personnel/ciberseguridad-ci-cd-kubernete/rf-dea717d9a2a5d32fe148,12/05/2025,Actualizada,Barcelona,"Ciberseguridad, CI/CD, Kubernetes",Actualizada,"Perfil buscado (Hombre/Mujer)

• Desarrollar y mantener marcos, herramientas y aceleradores reutilizables para mejorar la eficiencia en la entrega de soluciones en ...CiberseguridadCI/CDKubernetes"
Ingeniero/a de Testing,GMV,https://www.tecnoempleo.com/ingeniero-testing-gmv/linux-doors-jira-jenkins-sonarqube-git/rf-e26a1ce4e2122300fe41,12/05/2025,Actualizada,Valladolid,"Linux, DOORS, Jira",Actualizada,¿Buscas un sitio innovador y consolidado en el que desarrollarte profesionalmente? GMV somos un grupo tecnológico con amplia experiencia. Estamos ampliando nuestros equipos ...LinuxDOORSJira
Senior Mulesoft Developer,Devoteam,https://www.tecnoempleo.com/senior-mulesoft-developer-devoteam/mulesoft-json-rest-xml/rf-96111229f2a6836bd944,12/05/2025,Actualizada,Madrid,"Mulesoft, JSON, REST",Actualizada,"Devoteam es una consultora europea líder enfocada en estrategia digital, plataformas tecnológicas, ciberseguridad y transformación empresarial a través de la tecnología...MulesoftJSONREST"
Consultor/a SAP FI Freelance,HAYS,https://www.tecnoempleo.com/consultor-sap-fi-freelance-hays/sap-hana/rf-1f4d1519c2aef3fbce4d,12/05/2025,Actualizada,100% remoto,"sap, hana",Actualizada,En HAYS estamos colaborando con una empresa de consultoría especializada en la transformación digital y la optimización de procesos de negocio. Ofrece servicios de ...saphana
Investment Technology Business Analyst,Axiom Software Solutions,https://www.tecnoempleo.com/investment-technology-business-analyst-axiom-softw/sql/rf-34df1904021d23fe4846,12/05/2025,Actualizada,Leinster,SQL,Actualizada,"Job Title: Business Analyst
Location: Dublin, Ireland
Duration: 12-months contract
Working Mode: Hybrid
 
JOB DESCRIPTION
INVESTMENTS TECHNOLOGY BUSINESS ANALYST
The ...SQL"
